OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu002,0.043884,0.008117,0.034053,0.088423,0.017301,0.053698,0.686123,2.000006,1,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);
Otu003,0.010979,0.000297,0.00651,0.011757,0.000472,0.008868,0.965938,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonellaceae_unclassified(100);
Otu005,0.005409,6.10E-05,0.002957,0.009053,6.50E-05,0.003299,0.617272,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);
Otu007,0.062397,0.002727,0.019739,0.100518,0.023043,0.061972,0.746457,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(100);
Otu018,0.000998,6.00E-06,0.000891,0.000977,2.00E-06,0.000519,0.984741,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);Phascolarctobacterium(100);
Otu019,0.028848,0.000494,0.008399,0.045564,0.002169,0.019011,0.633432,2.000006,1,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);
Otu020,0.005667,7.90E-05,0.003366,0.005785,5.80E-05,0.003112,0.983432,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Mitsuokella(100);
Otu022,0.119482,0.020178,0.05369,0.077267,0.019552,0.057085,0.772074,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);
Otu023,0.002093,1.10E-05,0.001259,0.001803,9.00E-06,0.001248,0.932383,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);
Otu024,0.002061,1.80E-05,0.001588,0.000601,2.00E-06,0.000513,0.58963,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Selenomonas(100);
Otu025,0.000805,2.00E-06,0.000565,0.000451,1.00E-06,0.000324,0.766235,2.000006,1,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonadaceae_unclassified(100);
Otu033,0.011269,0.000182,0.005102,0.009579,9.60E-05,0.003992,0.889432,2.000006,1,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Holdemanella(100);
Otu035,0.015197,0.000519,0.008607,0.01788,0.000349,0.007632,0.902543,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);
Otu037,0.000129,0,4.60E-05,0.000113,0,7.70E-05,1,2.000006,1,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Aeromonadales(100);Succinivibrionaceae(100);Succinivibrio(100);
Otu042,9.70E-05,0,9.70E-05,3.80E-05,0,3.80E-05,0.629412,2.000006,1,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Coriobacteriaceae_unclassified(100);
Otu043,0.000773,0,0.000255,0.000676,0,0.000225,0.88221,2.000006,1,Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);
Otu046,0.00029,1.00E-06,0.00029,3.80E-05,0,3.80E-05,0.59642,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillibacter(100);
Otu049,0.000258,0,0.000134,0.000225,0,8.20E-05,0.913716,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100);
Otu051,0.018803,0.000631,0.009497,0.033168,0.001383,0.015183,0.633889,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(100);
Otu056,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Erysipelotrichaceae_unclassified(100);
Otu057,0.000419,1.00E-06,0.000346,0.000225,0,0.000184,0.793691,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);
Otu058,9.70E-05,0,9.70E-05,0.000113,0,0.000113,1,2.000006,1,Bacteria(100);Deferribacteres(100);Deferribacteres(100);Deferribacterales(100);Deferribacteraceae(100);Mucispirillum(100);
Otu064,0.000129,0,6.70E-05,7.50E-05,0,4.80E-05,0.692999,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Intestinimonas(100);
Otu070,0.000612,2.00E-06,0.000466,0.000902,1.00E-06,0.00049,0.823333,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XIII(100);Clostridiales_Incertae_Sedis_XIII_unclassified(100);
Otu073,0.000934,1.00E-06,0.000353,0.000676,1.00E-06,0.000403,0.802309,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Peptostreptococcaceae_unclassified(100);
Otu080,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);Acidaminococcaceae_unclassified(100);
Otu082,0.000258,0,0.000222,0.000263,0,0.000122,0.984247,2.000006,1,Bacteria(100);Spirochaetes(100);Spirochaetia(100);Spirochaetales(100);Spirochaetaceae(100);Spirochaetaceae_unclassified(100);
Otu083,0.000515,1.00E-06,0.000445,0.00015,0,0.00015,0.643543,2.000006,1,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Odoribacter(100);
Otu088,9.70E-05,0,6.70E-05,0.000113,0,7.70E-05,1,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Howardella(100);
Otu089,9.70E-05,0,4.60E-05,0.000113,0,7.70E-05,1,2.000006,1,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Betaproteobacteria_unclassified(100);Betaproteobacteria_unclassified(100);Betaproteobacteria_unclassified(100);
Otu091,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Actinobacteria(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);Actinobacteria_unclassified(100);
Otu096,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Synergistes(100);
Otu103,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);
Otu104,3.20E-05,0,3.20E-05,3.80E-05,0,3.80E-05,1,2.000006,1,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiales_unclassified(100);Burkholderiales_unclassified(100);
Otu108,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Faecalicoccus(100);
Otu111,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);
Otu116,0.000708,1.00E-06,0.000289,0.000601,1.00E-06,0.000348,0.900074,2.000006,1,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Pseudoflavonifractor(100);
Otu118,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Lactococcus(100);
Otu124,3.20E-05,0,3.20E-05,0,0,0,1,2.000006,1,Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Neisseriaceae_unclassified(100);
